Angle_deg,Distance_px
196.0,712.0
197.0,715.0
198.0,719.0
199.0,722.0
200.0,727.0
201.0,731.0
202.0,735.0
203.0,740.0
204.0,745.0
205.0,751.0
206.0,756.0
207.0,763.0
208.0,769.0
209.0,776.0
210.0,783.0
211.0,791.0
212.0,799.0
213.0,807.0
214.0,817.0
215.0,826.0
216.0,837.0
217.0,846.0
218.0,858.0
219.0,869.0
220.0,880.0
221.0,893.0
222.0,906.0
223.0,920.0
224.0,934.0
225.0,949.0
226.0,966.0
227.0,982.0
228.0,1001.0
229.0,1020.0
230.0,1041.0
231.0,1062.0
232.0,1083.0
233.0,1107.0
234.0,1133.0
235.0,1160.0
236.0,1188.0
237.0,1665.0
238.0,1712.0
239.0,1754.0
240.0,1745.0
241.0,1738.0
242.0,1724.0
243.0,1998.0
244.0,2044.0
245.0,2027.0
246.0,2011.0
247.0,1995.0
248.0,1981.0
249.0,1967.0
250.0,1955.0
251.0,1943.0
252.0,1931.0
253.0,1921.0
254.0,1911.0
255.0,1902.0
256.0,1893.0
257.0,1680.0
258.0,1684.0
259.0,1700.0
260.0,1698.0
261.0,1702.0
262.0,1855.0
263.0,1851.0
264.0,1847.0
265.0,1844.0
266.0,1716.0
267.0,1705.0
268.0,1705.0
269.0,1704.0
270.0,1703.0
271.0,1703.0
272.0,1706.0
273.0,1706.0
274.0,1706.0
275.0,1706.0
276.0,1708.0
277.0,1708.0
278.0,1855.0
279.0,1860.0
280.0,1865.0
281.0,1871.0
282.0,1878.0
283.0,1885.0
284.0,1893.0
285.0,1902.0
286.0,1911.0
287.0,1921.0
288.0,1931.0
289.0,1943.0
290.0,1955.0
291.0,1967.0
292.0,1981.0
293.0,1995.0
294.0,2011.0
295.0,2027.0
296.0,2027.0
297.0,1675.0
298.0,1712.0
299.0,1732.0
300.0,1748.0
301.0,1725.0
302.0,1676.0
303.0,1631.0
304.0,1185.0
305.0,1157.0
306.0,1130.0
307.0,1106.0
308.0,1082.0
309.0,1059.0
310.0,1038.0
311.0,1019.0
312.0,1000.0
313.0,981.0
314.0,965.0
315.0,949.0
316.0,935.0
317.0,921.0
318.0,906.0
319.0,893.0
320.0,880.0
321.0,869.0
322.0,858.0
323.0,847.0
324.0,837.0
325.0,827.0
326.0,818.0
327.0,810.0
328.0,801.0
329.0,794.0
330.0,785.0
331.0,779.0
332.0,772.0
333.0,765.0
334.0,759.0
335.0,753.0
336.0,747.0
337.0,741.0
338.0,737.0
339.0,732.0
340.0,727.0
341.0,724.0
342.0,719.0
343.0,715.0
344.0,713.0
345.0,709.0
346.0,707.0
347.0,704.0
348.0,701.0
349.0,700.0
350.0,698.0
351.0,697.0
352.0,695.0
353.0,694.0
354.0,693.0
355.0,692.0
356.0,692.0
357.0,692.0
358.0,692.0
359.0,692.0
