Angle_deg,Distance_px
176.0,704.0
177.0,704.0
178.0,702.0
179.0,702.0
180.0,702.0
181.0,701.0
182.0,701.0
183.0,701.0
184.0,701.0
185.0,701.0
186.0,702.0
187.0,704.0
188.0,705.0
189.0,706.0
190.0,708.0
191.0,711.0
192.0,712.0
193.0,715.0
194.0,717.0
195.0,720.0
196.0,723.0
197.0,726.0
198.0,729.0
199.0,734.0
200.0,738.0
201.0,742.0
202.0,747.0
203.0,751.0
204.0,757.0
205.0,762.0
206.0,768.0
207.0,774.0
208.0,781.0
209.0,786.0
210.0,794.0
211.0,803.0
212.0,811.0
213.0,819.0
214.0,828.0
215.0,838.0
216.0,848.0
217.0,859.0
218.0,869.0
219.0,881.0
220.0,893.0
221.0,905.0
222.0,919.0
223.0,932.0
224.0,946.0
225.0,963.0
226.0,979.0
227.0,995.0
228.0,1014.0
229.0,1032.0
230.0,1053.0
231.0,1074.0
232.0,1096.0
233.0,1120.0
234.0,1145.0
235.0,1171.0
236.0,1200.0
237.0,1571.0
238.0,1615.0
239.0,1662.0
240.0,1712.0
241.0,1765.0
242.0,1823.0
243.0,1885.0
244.0,1952.0
245.0,2009.0
246.0,1993.0
247.0,1978.0
248.0,1964.0
249.0,1950.0
250.0,1938.0
251.0,1926.0
252.0,1914.0
253.0,1904.0
254.0,1894.0
255.0,1885.0
256.0,1877.0
257.0,1869.0
258.0,1861.0
259.0,1855.0
260.0,1849.0
261.0,1698.0
262.0,1694.0
263.0,1695.0
264.0,1692.0
265.0,1693.0
266.0,1707.0
267.0,1823.0
268.0,1822.0
269.0,1821.0
270.0,1821.0
271.0,1821.0
272.0,1822.0
273.0,1823.0
274.0,1825.0
275.0,1828.0
276.0,1831.0
277.0,1834.0
278.0,1839.0
279.0,1843.0
280.0,1849.0
281.0,1855.0
282.0,1861.0
283.0,1869.0
284.0,1877.0
285.0,1885.0
286.0,1894.0
287.0,1904.0
288.0,1914.0
289.0,1926.0
290.0,1938.0
291.0,1950.0
292.0,1964.0
293.0,1978.0
294.0,1993.0
295.0,2009.0
296.0,2026.0
297.0,2044.0
298.0,2001.0
299.0,1938.0
300.0,1713.0
301.0,1750.0
302.0,1773.0
303.0,1725.0
304.0,1680.0
305.0,1638.0
306.0,1137.0
307.0,1113.0
308.0,1089.0
309.0,1067.0
310.0,1045.0
311.0,1025.0
312.0,1007.0
313.0,989.0
314.0,971.0
315.0,955.0
316.0,940.0
317.0,925.0
318.0,912.0
319.0,899.0
320.0,886.0
321.0,874.0
322.0,864.0
323.0,853.0
324.0,842.0
325.0,833.0
326.0,823.0
327.0,815.0
328.0,806.0
329.0,799.0
330.0,790.0
331.0,784.0
332.0,777.0
333.0,770.0
334.0,765.0
335.0,758.0
336.0,754.0
337.0,748.0
338.0,744.0
339.0,740.0
340.0,735.0
341.0,731.0
342.0,727.0
343.0,724.0
344.0,720.0
345.0,718.0
346.0,716.0
347.0,714.0
348.0,712.0
349.0,709.0
350.0,707.0
351.0,706.0
352.0,704.0
353.0,704.0
354.0,702.0
355.0,701.0
356.0,700.0
357.0,699.0
358.0,700.0
359.0,698.0
