Angle_deg,Distance_px
248.0,1743.0
249.0,1733.0
250.0,1735.0
251.0,1752.0
252.0,1746.0
253.0,1731.0
254.0,1730.0
255.0,1711.0
256.0,1701.0
257.0,1693.0
258.0,1690.0
259.0,1699.0
260.0,1711.0
261.0,1714.0
262.0,1719.0
263.0,1863.0
264.0,1859.0
265.0,1856.0
266.0,1854.0
267.0,1773.0
268.0,1745.0
269.0,1737.0
270.0,1734.0
271.0,1734.0
272.0,1734.0
273.0,1746.0
274.0,1854.0
275.0,1856.0
276.0,1859.0
277.0,1863.0
278.0,1867.0
279.0,1872.0
280.0,1878.0
281.0,1884.0
282.0,1890.0
283.0,1898.0
284.0,1906.0
285.0,1914.0
286.0,1924.0
287.0,1934.0
288.0,1944.0
289.0,1956.0
290.0,1968.0
291.0,1981.0
292.0,1994.0
293.0,2009.0
294.0,2024.0
295.0,2040.0
296.0,2020.0
297.0,1713.0
298.0,1721.0
299.0,1737.0
300.0,1767.0
301.0,1719.0
302.0,1671.0
303.0,1625.0
304.0,1197.0
305.0,1176.0
306.0,1149.0
307.0,1122.0
308.0,1097.0
309.0,1076.0
310.0,1054.0
311.0,1034.0
312.0,1014.0
313.0,994.0
314.0,978.0
315.0,960.0
316.0,946.0
317.0,930.0
318.0,915.0
319.0,903.0
320.0,890.0
321.0,879.0
322.0,868.0
323.0,858.0
324.0,847.0
325.0,836.0
326.0,828.0
327.0,818.0
328.0,809.0
329.0,800.0
330.0,792.0
331.0,784.0
332.0,777.0
333.0,771.0
334.0,764.0
335.0,758.0
336.0,752.0
337.0,747.0
338.0,742.0
339.0,738.0
340.0,733.0
341.0,730.0
342.0,726.0
343.0,723.0
344.0,719.0
345.0,715.0
346.0,713.0
347.0,710.0
348.0,709.0
349.0,706.0
350.0,705.0
351.0,703.0
352.0,701.0
353.0,699.0
354.0,698.0
355.0,698.0
356.0,698.0
357.0,697.0
358.0,696.0
359.0,697.0
